Date,Close, NASDAQ Composite Index, S&P 500 Index,S&P 500 Volatility Index (VIX), Gold spot closing price per troy ounce($/oz),U.S. Dollar Index,Eurozone: Benchmark Rate (Major Refinancing Rate),USA: Federal Funds Target Rate,China: T-Bond Yield: 10Y,US 10-Year Breakeven Inflation Rate,World: Geopolitical Risk Index,Index of Global Real Economic Activity (Kilian),latest_size,latest_weight,latest_transaction_count,latest_input_value,latest_tansaction_fee,SMA,EMA,MACD,MACD_signal,MACD_diff,Google_trends,Decred - Tweets
2021/8/6,42792.7879,14835.76,4436.52,16.15,1762.9,92.7824,0,0.25,2.8214,2.37,64.43350061,73.09849303,88106,257072,223,101800,1000,45506.36714,45108.80782,-1018.664013,-687.2462868,-331.4177267,31.67741935,104769
2021/8/5,40849.95098,14895.12,4429.1,17.28,1800.75,92.2726,0,0.25,2.8297,2.33,63.43137868,72.60457719,1471399,3993010,2589,37962492,3480,44885.61305,44334.47021,-1301.824499,-810.1619292,-491.6625696,31.74193548,95549
2021/8/4,39772.4717,14780.53,4402.66,17.97,1829.1,92.2753,0,0.25,2.8516,2.35,62.42925674,72.11066135,238518,763926,394,376833,1100,44157.50925,43505.01594,-1594.791039,-967.087751,-627.7032875,31.80645161,97689
2021/8/3,38255.05,14761.29,4423.15,18.04,1812.65,92.0668,0,0.25,2.8389,2.38,61.42713481,71.61674552,1070673,2948469,2216,1977431,204,43203.01704,42550.47668,-1927.196856,-1159.109572,-768.0872837,31.87096774,103494
2021/8/2,39153.01029,14681.07,4387.16,19.46,1811.45,92.0886,0,0.25,2.8241,2.37,60.42501287,71.12282968,1489825,3993346,2841,248178,440,42674.88442,41932.75552,-2094.034246,-1346.094507,-747.9397393,31.93548387,118549
2021/8/1,40120.70072,14678.27333,4389.86,19.05333333,1816.216667,92.09346667,0,0.25,2.8554,2.38,59.42289094,70.62891384,792604,2094187,1172,149115,204,42119.93729,41603.29101,-2123.688986,-1501.613403,-622.0755831,32,103030
2021/7/31,41700.99674,14675.47667,4392.56,18.64666667,1820.983333,92.09833333,0,0.25,2.8867,2.39,58.420769,70.134998,273061,747820,539,12866,268,41735.6453,41621.05569,-1996.657672,-1600.622256,-396.0354152,31.96774194,88543
2021/7/30,42094.78,14672.68,4395.26,18.24,1825.75,92.1032,0,0.25,2.918,2.4,58.92742552,69.87449055,972102,2629731,1774,194233,452,41318.57587,41707.18738,-1842.96487,-1649.090779,-193.8740909,31.93548387,93955
2021/7/29,39993.53,14778.26,4419.15,17.7,1829.3,91.9077,0,0.25,2.9491,2.43,59.43408203,69.6139831,27863,73064,77,857390335,2039,40939.90499,41395.61331,-1869.168916,-1693.106406,-176.0625095,31.90322581,106512
2021/7/28,39999.97,14762.58,4400.64,18.31,1796.6,92.2871,0,0.25,2.9585,2.41,59.94073855,69.35347565,1425830,3992744,3539,223518,836,40473.32483,41141.85998,-1867.884349,-1728.061995,-139.8223539,31.87096774,133752
2021/7/27,39184.61,14660.58,4401.46,19.36,1800.35,92.4901,0,0.25,2.9376,2.38,60.44739506,69.09296819,1421864,3993014,3057,6900,1152,40112.50704,40785.99635,-1910.634453,-1764.576487,-146.0579667,31.83870968,128220
2021/7/26,37211.42,14840.71,4422.3,17.58,1800.2,92.6325,0,0.25,2.9595,2.4,60.95405158,68.83246074,1431324,3993564,3000,77194,6033,39748.65395,40136.07338,-2079.759983,-1827.613186,-252.1467971,31.80645161,184548
2021/7/25,35227.35,14839.47,4418.796667,17.45333333,1800,92.72446667,0,0.25,2.965866667,2.383333333,61.4607081,68.57195329,217668,542802,323,16790,570,39294.14178,39243.57822,-2346.838162,-1931.458181,-415.3799806,31.77419355,83272
2021/7/24,34211.77,14838.23,4415.293333,17.32666667,1799.8,92.81643333,0,0.25,2.972233333,2.366666667,61.96736461,68.31144584,401923,1189258,624,48964196,3090,38889.81378,38328.704,-2610.357781,-2067.238101,-543.1196802,31.74193548,97003
2021/7/23,33506.09382,14836.99,4411.79,17.2,1799.6,92.9084,0,0.25,2.9786,2.35,62.47402113,68.05093839,1493086,3993349,2822,115672235,1472,38325.12213,37451.86578,-2843.364612,-2222.463403,-620.9012085,31.70967742,87678
2021/7/22,32338.55,14684.6,4367.48,17.69,1799.45,92.8377,0,0.25,2.9931,2.28,62.98067765,67.79043094,317,1268,1,182836571,0,37546.90706,36522.172,-3086.654204,-2395.301563,-691.3526402,31.67741935,106901
2021/7/21,32142.94,14631.95,4358.69,17.91,1802.15,92.7903,0,0.25,2.9918,2.28,63.48733416,67.52992348,639861,1588905,1011,250000907,907,36591.10138,35725.948,-3257.694377,-2567.780126,-689.914251,31.64516129,150305
2021/7/20,29759.93,14498.88,4323.06,19.73,1823.05,92.9695,0,0.25,2.9917,2.26,63.99399068,67.26941603,1657340,3993098,2211,65147233,3393,35357.61638,34641.21746,-3544.673153,-2763.158731,-781.5144213,31.61290323,102358
2021/7/19,30851.95,14274.98,4258.49,22.5,1814.9,92.8327,0,0.25,3.0164,2.24,64.50064719,67.00890858,58512,142020,108,1500525,295879,34443.45838,33952.25974,-3642.006232,-2938.928231,-703.0780001,31.58064516,83081
2021/7/18,31813,14325.73333,4281.38,21.15,1818.033333,92.79323333,0,0.25,3.017433333,2.27,65.00730371,66.74840113,1532327,3992984,2207,60401,10401,33624.76138,33563.30342,-3600.09504,-3071.161593,-528.9334468,31.5483871,75089
2021/7/17,31570.17,14376.48667,4304.27,19.8,1821.166667,92.75376667,0,0.25,3.018466667,2.3,65.51396023,66.48789368,955394,2897567,1271,100000,129,32863.31738,33200.91553,-3545.602966,-3166.049868,-379.5530986,31.51612903,73357
2021/7/16,31385.55,14427.24,4327.16,18.45,1824.3,92.7143,0,0.25,3.0195,2.33,66.02061674,66.22738623,289057,856333,571,576255,204,32280.73038,32870.84907,-3477.231536,-3228.286201,-248.9453344,31.48387097,86926
2021/7/15,31641.44705,14543.13,4360.03,17.01,1823.75,92.5861,0,0.25,3.0312,2.32,66.52727326,65.96687877,1611947,3993035,2546,2682119,2103,31922.14009,32647.32143,-3363.624166,-3255.353794,-108.2703717,31.4516129,92346
2021/7/14,32776.13963,14644.95,4374.3,16.33,1823.2,92.3701,0,0.25,2.9932,2.34,67.03392977,65.70637132,246401,688202,522,6272718,714,31778.57705,32670.74292,-3145.766856,-3233.436407,87.6695505,31.41935484,98812
2021/7/13,32567.57251,14677.65,4369.21,17.12,1813.85,92.7873,0,0.25,3.0272,2.36,67.54058629,65.44586387,621953,1802801,989,158820607,3512,31684.72492,32651.98466,-2955.869568,-3177.923039,222.0534712,31.38709677,141201
2021/7/12,33219.352,14733.24,4384.63,16.17,1792.4,92.24,0,0.25,3.0491,2.33,68.04724281,65.18535642,243337,682465,426,40051200,8000,31772.80512,32755.14236,-2721.410712,-3086.620574,365.2098615,31.35483871,98470
2021/7/11,34249.77404,14722.8,4379.603333,16.17333333,1796.933333,92.19373333,0,0.25,3.052833333,2.313333333,68.55389932,64.92484897,447143,1328255,810,85520447,1102,31983.48852,33026.89357,-2424.50574,-2954.197607,529.6918669,31.32258065,70863
2021/7/10,33548.81733,14712.36,4374.576667,16.17666667,1801.466667,92.14746667,0,0.25,3.056566667,2.296666667,69.06055584,64.66434152,1368980,3993410,2550,1150000,2330,32362.37726,33121.7888,-2220.174964,-2807.393078,587.2181143,31.29032258,85014
2021/7/9,33866.19638,14701.92,4369.55,16.18,1806,92.1012,0,0.25,3.0603,2.28,69.56721235,64.40383406,323449,907264,583,53597,330,32663.80189,33257.13563,-2009.467623,-2647.807987,638.3403645,31.25806452,98121
2021/7/8,32837.96027,14559.79,4320.82,19,1807.7,92.3757,0,0.25,3.0659,2.22,70.07386887,64.14332661,933133,2576344,1484,977153,420,32766.29792,33180.92193,-1903.50814,-2498.948018,595.4398774,31.22580645,108695
2021/7/7,33867.46512,14665.06,4358.13,16.2,1804.65,92.7206,0,0.25,3.1405,2.28,70.58052539,63.88281916,1461204,3993519,2744,1107718,9079,32996.02743,33305.74797,-1716.673309,-2342.493076,625.8197673,31.19354839,111493
2021/7/6,34106.80638,14663.64,4343.54,16.44,1809.85,92.5395,0,0.25,3.1388,2.31,71.0871819,63.62231171,1079439,2864586,1474,112025743,744,33268.15307,33451.39495,-1531.636764,-2180.321814,648.6850497,31.16129032,95429
2021/7/5,33866.54475,14657.5625,4345.74,16.0975,1791.35,92.2566,0,0.25,3.1409,2.315,71.59383842,63.36180426,1435034,3856472,2444,836743,87588,33490.66284,33526.87673,-1388.376732,-2021.932797,633.5560653,31.12903226,88486
2021/7/4,35312.38754,14651.485,4347.94,15.755,1789.616667,92.2528,0,0.25,3.141433333,2.32,72.10049494,63.10129681,1417405,3993343,2317,105603128,17017,33744.28763,33851.51506,-1144.976122,-1846.541462,701.5653399,31.09677419,85810
2021/7/3,34698.30313,14645.4075,4350.14,15.4125,1787.883333,92.249,0,0.25,3.141966667,2.325,72.60715145,62.84078935,1738345,3993358,1043,723163,11180,33957.36069,34005.47653,-990.216269,-1675.276424,685.0601546,31.06451613,92900
2021/7/2,33846.00709,14639.33,4352.34,15.07,1786.15,92.2452,0,0.25,3.1425,2.33,73.11380797,62.5802819,1204657,3993322,1355,3898715,18609,34020.0262,33976.48209,-925.6705834,-1525.355256,599.6846721,31.03225806,101685
2021/7/1,33628.67,14522.38,4319.94,15.48,1781.5,92.5361,0,0.25,3.0899,2.35,73.62046448,62.31977445,1616431,3999541,2180,1191364,5500,33957.9158,33913.24352,-881.889081,-1396.662021,514.7729396,31,110932
2021/6/30,35060.42897,14503.95,4297.5,15.83,1763.15,92.3671,0,0.25,3.1368,2.32,74.127121,62.059267,1395407,3998336,3217,151267913,81917,34109.07696,34121.8227,-723.3229256,-1261.994202,538.671276,31.46666667,110739
2021/6/29,35840.38647,14528.33,4291.8,16.02,1755.45,92.0941,0,0.25,3.1528,2.32,74.75645473,62.119512,1216971,3992877,1238,354404,26418,34306.49597,34434.28884,-528.6283544,-1115.321032,586.6926778,31.93333333,120506
2021/6/28,34439.12,14500.51,4290.61,15.76,1780.3,91.8795,0,0.25,3.1439,2.33,75.38578847,62.179757,1498592,3993653,2937,355621,3164,34466.61194,34435.16723,-481.8475584,-988.6263374,506.778779,32.4,128407
2021/6/27,34579.03,14453.80333,4287.306667,15.71333333,1782.416667,91.8549,0,0.25,3.1439,2.333333333,76.0151222,62.240002,1316218,3993169,2532,1421105,7668,34537.76843,34461.3241,-428.5438857,-876.6098471,448.0659614,32.86666667,122259
2021/6/26,31858.58,14407.09667,4284.003333,15.66666667,1784.533333,91.8303,0,0.25,3.1439,2.336666667,76.64445593,62.300247,1663504,3999568,3578,11869231,330,34312.94579,33988.0979,-598.9140124,-821.0706801,222.1566678,33.33333333,105096
2021/6/25,31708.50893,14360.39,4280.7,15.62,1786.65,91.8057,0,0.25,3.1439,2.34,77.27378967,62.360492,1414883,3998207,401,222861248,146081,34097.14221,33573.62718,-737.5411315,-804.3647704,66.82363894,33.8,154086
2021/6/24,34580.35118,14369.71,4266.49,15.97,1784.85,91.8153,0,0.25,3.1358,2.3,77.9031234,62.420737,1308845,3993068,1768,65828,788,34023.93858,33756.6679,-608.6542661,-765.2226695,156.5684035,34.26666667,105656
2021/6/23,33646.15,14271.73,4241.84,16.32,1791.6,91.8138,0,0.25,3.144,2.34,78.53245713,62.480982,1574728,3998386,3005,14113,6047,33918.72326,33736.57374,-575.2614681,-727.2304293,151.9689611,34.73333333,125027
2021/6/22,32366.97,14253.27,4246.44,16.66,1775.05,91.7193,0,0.25,3.1553,2.31,79.16179087,62.541227,1310596,3992914,3672,551905,13056,33770.81955,33487.55488,-644.5861823,-710.7015799,66.11539755,35.2,153834
2021/6/21,31606.39,14141.48,4224.79,17.89,1775.05,91.8554,0,0.25,3.1558,2.25,79.7911246,62.601472,1323615,3992994,2581,1616401,7224,33568.59155,33145.5249,-752.227754,-719.0068147,-33.22093934,35.66666667,153833
2021/6/20,35648.51716,14104.44667,4205.343333,18.82666667,1774.4,92.01083333,0,0.25,3.167466667,2.246666667,80.42045833,62.661717,1361968,3998509,2244,6227868,3916,33627.40037,33600.6144,-505.5410322,-676.3136582,170.772626,36.13333333,100940
2021/6/19,35635.38,14067.41333,4185.896667,19.76333333,1773.75,92.16626667,0,0.25,3.179133333,2.243333333,81.04979207,62.721962,1070397,3998319,437,55799571,44664,33606.89973,33970.57178,-307.554787,-602.561884,295.007097,36.6,98521
2021/6/18,35577.47,14030.38,4166.45,20.7,1773.1,92.3217,0,0.25,3.1908,2.24,81.6791258,62.782207,1563574,3992743,2023,205843,338,33720.73473,34262.7351,-153.5520617,-512.7599195,359.2078578,37.06666667,125163
2021/6/17,38082.08,14161.35,4221.86,17.75,1778.7,91.9096,0,0.25,3.1842,2.27,82.30845953,62.842452,1408601,3993023,2372,19342157,288,34071.03973,34957.16144,168.6531739,-376.4773008,545.1304747,37.53333333,122733
2021/6/16,38290.04332,14039.68,4223.7,18.15,1860.75,91.4019,0,0.25,3.1785,2.32,82.93779327,62.902697,726434,1922177,956,362704082,33981,34714.18606,35563.13996,435.7608661,-214.0296674,649.7905336,38,116771
2021/6/15,40204.51,14072.86,4246.59,17.02,1865.1,90.522,0,0.25,3.1603,2.38,83.567127,62.962942,1409403,3998337,2370,985029619,58743,35563.78617,36407.02543,792.7883277,-12.66606841,805.4543961,38.46666667,139190
2021/6/14,40499.97,14174.14,4255.15,16.39,1865.6,90.5077,0,0.25,3.159625,2.36,84.19646073,63.023187,1494372,3999474,2068,148614,432,36155.74805,37151.19717,1087.045532,207.2762516,879.7692802,38.93333333,173293
2021/6/13,38990,14139.23333,4252.58,16.14333333,1870.75,90.50823333,0,0.25,3.15895,2.346666667,84.82579447,63.083432,2336344,3999583,157,10200166,56086,36690.13305,37485.52495,1184.747495,402.7705003,781.9769945,39.4,149747
2021/6/12,35538.3,14104.32667,4250.01,15.89666667,1875.9,90.50876667,0,0.25,3.158275,2.333333333,85.4551282,63.143677,1063232,3993416,353,46124,236,37007.26605,37131.48405,972.443933,516.7051868,455.7387462,39.86666667,133446
2021/6/11,37200.35,14069.42,4247.44,15.65,1881.05,90.5093,0,0.25,3.1576,2.32,86.08446193,63.203922,1964578,3993025,992,3274126,449890,37566.66205,37144.00513,927.6124367,598.8866368,328.7257999,40.33333333,145724
2021/6/10,36870.06,14020.33,4239.18,16.1,1888.65,90.0465,0,0.25,3.1541,2.35,86.71379567,63.264167,1314225,3993324,3342,385312,5831,37688.81633,37094.19693,855.5690428,650.223118,205.3459249,40.8,192780
2021/6/9,37345.04492,13911.75,4219.55,17.89,1894.6,90.1324,0,0.25,3.1739,2.32,87.3431294,63.324412,1540946,3993512,2878,2481594,3302,37859.78282,37139.80565,827.2652489,685.6315442,141.6337047,41.26666667,297825
2021/6/8,33369.13806,13924.91,4227.26,17.07,1893.15,90.1144,0,0.25,3.1613,2.36,87.97246313,63.384657,1291648,3993130,2330,739703,1746,37638.94963,36454.22973,478.4960282,644.204441,-165.7084127,41.73333333,187281
2021/6/7,33550.00408,13881.72,4226.52,16.42,1888.4,89.9816,0,0.25,3.1754,2.39,88.60179687,63.444902,1507785,3999639,2248,151233435,4706,37185.74204,35926.1887,214.2189022,558.2073332,-343.988431,42.2,172116
2021/6/6,35781.01,13859.31,4227.643333,16.42,1889.133333,90.03416667,0,0.25,3.1572,2.393333333,89.2311306,63.505147,1542556,3993106,1161,94603790,12031,36934.83871,35899.79257,182.694915,483.1048496,-300.4099346,42.66666667,211698
2021/6/5,35510.26,13836.9,4228.766667,16.42,1889.866667,90.08673333,0,0.25,3.139,2.396666667,89.86046433,63.565392,811519,2113705,1093,283878,204,36465.41371,35828.96847,134.3163505,413.3471498,-279.0307992,43.13333333,174730
2021/6/4,36908.14,13814.49,4229.89,16.42,1890.6,90.1393,0,0.25,3.1208,2.4,90.48979807,63.625637,751112,1894970,1045,331551,7872,36106.23071,36025.18148,206.394041,371.956528,-165.562487,43.6,184618
2021/6/3,39152.71,13614.51,4192.85,18.04,1866.55,90.495,0,0.25,3.1182,2.42,91.1191318,63.685882,1332681,3999633,2222,1394688,20000,36122.50171,36593.82303,439.5671143,385.4786453,54.08846901,44.06666667,88708
2021/6/2,37622.43,13756.33,4208.12,17.48,1902.75,89.8985,0,0.25,3.1053,2.44,91.74846553,63.746127,1313257,3993115,2720,349951,10000,36330.91471,36780.84248,495.1696405,407.4168443,87.75279616,44.53333333,92542
2021/6/1,36606.39,13736.48,4202.04,17.9,1899.35,89.9314,0,0.25,3.0946,2.46,92.37779927,63.806372,1430434,3998326,2081,558016752,15958,36271.51871,36749.12384,452.0382905,416.3411336,35.6971569,45,105694
2021/5/31,37303.75009,13739.545,4202.5575,17.615,1899.5,89.8467,0,0.25,3.1084,2.45,93.007133,63.866617,1440830,3992927,2206,352892,26418,36314.88772,36849.96498,468.7243533,426.8177775,41.90657581,45.70967742,101203
2021/5/30,35618.15758,13742.61,4203.075,17.33,1899.65,89.91603333,0,0.25,3.111533333,2.44,92.85097458,63.29997155,1712565,3999282,670,978370,4992,36142.19898,36626,341.9926716,409.8527563,-67.86008473,46.41935484,109381
2021/5/29,34523.41,13745.675,4203.5925,17.045,1899.8,89.98536667,0,0.25,3.114666667,2.43,92.69481616,62.7333261,1535385,3992877,1337,319771,7232,36257.62618,36243.71091,151.4738241,358.1769699,-206.7031458,47.12903226,98843
2021/5/28,35670.7,13748.74,4204.11,16.76,1899.95,90.0547,0,0.25,3.1178,2.42,92.53865774,62.16668065,1588080,3993024,990,4670547,9944,36469.69577,36139.52711,92.00243269,304.9420624,-212.9396297,47.83870968,104815
2021/5/27,38479.69228,13736.28,4200.88,16.74,1891.45,90.0015,0,0.25,3.0994,2.42,92.38249932,61.60003519,1435903,3998371,2427,1733447,8547,36739.564,36565.01168,268.4387336,297.6413967,-29.20266308,48.5483871,100263
2021/5/26,39184.76165,13738,4195.99,17.36,1899.75,90.0576,0,0.25,3.096,2.4,92.2263409,61.03338974,1121101,3998251,928,57000,12682,37107.01416,37041.32986,459.8580218,330.0847217,129.7733001,49.25806452,114558
2021/5/25,38165.78818,13657.17,4188.13,18.84,1887,89.6685,0,0.25,3.1113,2.42,92.07018248,60.46674429,1411797,3993582,2404,385748,14342,37232.77898,37245.77683,523.3042177,368.7286209,154.5755968,49.96774194,107640
2021/5/24,38619.3971,13661.17,4197.05,18.4,1880.15,89.8363,0,0.25,3.0987,2.44,91.91402406,59.90009884,1414469,3993344,2802,13978832,52832,37179.44769,37495.52597,603.2345223,415.6298012,187.6047211,50.67741935,151342
2021/5/23,34834.68224,13597.77667,4183.32,18.98333333,1878.733333,89.90526667,0,0.25,3.1023,2.436666667,91.75786565,59.33345339,1440386,3999644,2742,67609383,22300,36900.67291,37011.7362,357.0689372,403.9176284,-46.84869117,51.38709677,160368
2021/5/22,37555,13534.38333,4169.59,19.56666667,1877.316667,89.97423333,0,0.25,3.1059,2.433333333,91.60170723,58.76680794,1533029,3998270,1343,6598564,46560,36995.53391,37110.51144,377.1404061,398.5621839,-21.42177785,52.09677419,174133
2021/5/21,37242.9427,13470.99,4155.86,20.15,1875.9,90.0432,0,0.25,3.1095,2.43,91.44554881,58.20016248,1291154,3993509,2479,29456969,21483,36989.45317,37134.58985,363.67456,391.5846591,-27.9100991,52.80645161,185009
2021/5/20,40389.77811,13535.74,4159.12,20.67,1878.3,89.7602,0,0.25,3.1366,2.41,91.28939039,57.63351703,1292390,3993170,2461,4941519,40110,37466.61523,37726.44226,600.0095611,433.2696395,166.7399216,53.51612903,173415
2021/5/19,36974.61474,13299.74,4115.68,22.18,1888.45,90.1828,0,0.25,3.158,2.48,91.13323197,57.06687158,1235865,3998394,2028,10864047,20566,37711.7357,37589.74635,505.8999109,447.7956938,58.10421706,54.22580645,363566
2021/5/18,43019.7743,13303.64,4127.83,21.34,1866.75,89.795,0,0.25,3.1691,2.52,90.97707355,56.50022613,1172162,3993533,1777,73520,26560,38446.64313,38577.02416,908.6369884,539.9639527,368.6730357,54.93548387,120021
2021/5/17,43590.92217,13379.05,4163.29,19.72,1853.7,90.2163,0,0.25,3.1683,2.54,90.82091513,55.93358068,1302266,3993353,2433,1000000,7956,38957.76612,39488.64198,1259.378552,683.8468725,575.5316792,55.64516129,184558
2021/5/16,46395.05,13396.02667,4166.81,19.41666667,1848.5,90.24733333,0,0.25,3.164266667,2.53,90.66475671,55.36693523,1351198,3993097,1210,10501885,15079,39678.79495,40744.35253,1743.51529,895.7805559,847.7347336,56.35483871,148557
2021/5/15,46786.61,13413.00333,4170.33,19.11333333,1843.3,90.27836667,0,0.25,3.160233333,2.52,90.50859829,54.80028977,1301199,3999657,1314,245238,1275,40540.87714,41842.94479,2134.191135,1143.462672,990.7284632,57.06451613,95522
2021/5/14,49884.92,13429.98,4173.85,18.81,1838.1,90.3094,0,0.25,3.1562,2.51,90.35243987,54.23364432,1490659,3993361,1100,1094700,2880,41667.42943,43305.1221,2663.113565,1447.39285,1215.720715,57.77419355,120644
2021/5/13,49655.62103,13124.99,4112.5,23.13,1821.8,90.737,0,0.25,3.1749,2.51,90.19628145,53.66699887,1415999,3993050,2186,203339,5637,43149.52331,44459.75827,3028.870952,1763.688471,1265.182481,58.48387097,249599
2021/5/12,50482.43448,13031.68,4063.04,27.59,1830.7,90.8033,0,0.25,3.1531,2.54,90.04012303,53.10035342,1798250,3999257,463,24347,7845,44442.26675,45554.79031,3346.872588,2080.325294,1266.547294,59.19354839,104572
2021/5/11,56721.83384,13389.43,4152.1,21.84,1829.1,90.1777,0,0.25,3.1646,2.53,89.88396461,52.53370797,1183758,3993333,1298,143619,15316,46390.15587,47585.16186,4055.608034,2475.381842,1580.226192,59.90322581,72974
2021/5/10,55772.28125,13401.86,4188.43,19.66,1840.45,90.3102,0,0.25,3.1823,2.54,89.72780619,51.96706252,1135049,3999401,970,178949005,340280,47928.40618,49073.72902,4488.919553,2878.089384,1610.830168,60.61290323,74446
2021/5/9,58169.72762,13518.65333,4203.153333,18.67,1839.15,90.28663333,0,0.25,3.18105,2.523333333,89.57164777,51.40041706,1596349,3993676,1983,4942653,7449,50047.91747,50727.54695,4968.502139,3296.171935,1672.330204,61.32258065,62002
2021/5/8,58711.17203,13635.44667,4217.876667,17.68,1837.85,90.26306667,0,0.25,3.1798,2.506666667,89.41548935,50.83377161,1734505,3998365,1699,3418365,1130,51617.05724,52179.11515,5330.814521,3703.100452,1627.714069,62.03225806,82542
2021/5/7,57339.55,13752.24,4232.6,16.69,1836.55,90.2395,0,0.25,3.175,2.49,89.25933094,50.26712616,1805219,3993617,1082,70213157,243599,52991.92003,53117.37603,5444.510334,4051.382429,1393.127905,62.74193548,103515
2021/5/6,56484.49,13632.84,4201.62,18.39,1813.15,90.8715,0,0.25,3.1725,2.45,89.10317252,49.70048071,1552196,3998360,983,542477,12921,54000.86402,53729.57857,5403.332633,4321.772469,1081.560164,63.4516129,84935
2021/5/5,57338.36,13582.42,4167.59,19.15,1782.25,91.267,0,0.25,3.177733333,2.47,88.9470141,49.13383526,1518796,3993172,1996,429420,4725,55056.03903,54385.72065,5377.609447,4532.939865,844.6695822,64.16129032,93866
2021/5/4,53329.38764,13633.5,4164.66,19.48,1797.75,91.2831,0,0.25,3.182966667,2.42,88.79085568,48.56718981,1700303,3993125,580,351419,44542,55400.48579,54193.6601,4976.368593,4621.625611,354.7429822,64.87096774,87287
2021/5/3,57211.40864,13895.12,4192.66,18.31,1790.225,90.9698,0,0.25,3.1882,2.42,88.63469726,48.00054435,1480694,3993572,1210,174258,34512,56156.06455,54742.34165,4914.972236,4680.294936,234.6773,65.58064516,89710
2021/5/2,56563.76,13917.64,4188.83,18.41,1782.7,91.07936667,0,0.25,3.193433333,2.416666667,88.47853884,47.4338989,1786678,3993538,691,175493406,131000,56764.1971,55073.50863,4759.194318,4696.074812,63.11950587,66.29032258,78756
2021/5/1,57793.51887,13940.16,4185,18.51,1775.175,91.18893333,0,0.25,3.198666667,2.413333333,88.32238042,46.86725345,1440263,3993164,1766,503021553,35816,56871.36561,55568.05594,4681.010682,4693.061986,-12.05130415,67,99595
2021/4/30,57758.64693,13962.68,4181.17,18.61,1767.65,91.2985,0,0.25,3.2039,2.41,88.166222,46.300608,1210265,3993203,2142,8904202,29380,57070.00217,55966.34521,4563.629038,4667.175396,-103.5463583,66.53333333,92350
2021/4/29,53610.42906,14082.55,4211.47,17.61,1762.65,90.6555,0,0.25,3.2036,2.42,87.8479735,45.63688743,1458059,3993548,2474,66265051,60455,56614.07232,55537.99682,4088.744227,4551.489163,-462.7449352,66.06666667,96503
2021/4/28,54766.5393,14051.03,4183.18,17.28,1772.2,90.6064,0,0.25,3.2157,2.41,87.529725,44.97316687,1497552,3993084,2396,21962469,33900,56219.60904,55397.73182,3762.313421,4393.654014,-631.3405935,65.6,97333
2021/4/27,54924.0147,14090.22,4186.72,17.56,1784.15,90.8749,0,0.25,3.2171,2.39,87.2114765,44.3094463,1310505,3993579,2849,1090047,3674,55978.05551,55311.60143,3476.249562,4210.173124,-733.9235615,65.13333333,102971
2021/4/26,53954.40657,14138.78,4187.62,17.64,1773.35,90.8405,0,0.25,3.2119,2.36,86.893228,43.64572573,1274638,3992905,2395,15574528,85500,55725.04717,55064.83873,3135.16242,3995.170983,-860.0085631,64.66666667,110552
2021/4/25,48987.68164,14098.12333,4185.136667,17.53666667,1776.166667,90.83683333,0,0.25,3.2076,2.353333333,86.5749795,42.98200517,1507632,3992781,1552,1011182,11786,54889.97934,53959.90108,2435.99458,3683.335702,-1247.341123,64.2,81258
2021/4/24,50007.71595,14057.46667,4182.653333,17.43333333,1778.983333,90.83316667,0,0.25,3.19435,2.346666667,86.256731,42.3182846,1608812,3992696,693,44672696,9804,54557.81217,53241.32196,1941.823145,3335.033191,-1393.210046,63.73333333,86049
2021/4/23,51020.04115,14016.81,4180.17,17.33,1781.8,90.8295,0,0.25,3.1811,2.34,85.9384825,41.65456403,1261696,3999295,3198,72707970,73024,53938.67542,52837.45272,1613.278041,2990.682161,-1377.40412,63.26666667,132963
2021/4/22,51843.6798,13818.41,4134.98,18.71,1787.75,91.2774,0,0.25,3.1786,2.33,85.620234,40.99084347,1301410,3998458,2076,18866061,24164,53466.6674,52656.76674,1403.189341,2673.183597,-1269.994256,62.8,108961
2021/4/21,53889.33,13950.22,4173.42,17.5,1798.2,91.1151,0,0.25,3.1799,2.33,85.3019855,40.3271229,1361738,3993449,2478,2951074,51991,53076.24851,52880.86915,1385.784942,2415.703866,-1029.918924,62.33333333,96848
2021/4/20,56363.62,13786.27,4134.94,18.68,1777.85,91.1943,0,0.25,3.1697,2.32,84.983737,39.66340233,1451880,3993108,2626,54592263,1380412,52936.74582,53514.09658,1553.735854,2243.310264,-689.5744092,61.86666667,112302
2021/4/19,55653.24487,13914.77,4163.26,17.29,1774.5,91.0992,0,0.25,3.1795,2.34,84.6654885,38.99968177,1405583,3999572,2173,198721,48590,53141.0274,53903.03263,1610.946834,2116.837578,-505.8907434,61.4,122950
2021/4/18,56037.12872,13960.62667,4170.663333,16.94333333,1774.483333,91.2449,0,0.25,3.181933333,2.346666667,84.34724,38.3359612,1150187,3998186,3029,573014,22826,53268.08634,54291.0501,1668.035096,2027.077081,-359.0419852,60.93333333,178464
2021/4/17,60078.27,14006.48333,4178.066667,16.59666667,1774.466667,91.3906,0,0.25,3.184366667,2.353333333,84.0289915,37.67224063,1321193,3998420,2556,3230563,74279,53783.51187,55343.2719,2016.123665,2024.886398,-8.762733457,60.46666667,100583
2021/4/16,61504.76862,14052.34,4185.47,16.25,1774.45,91.5363,0,0.25,3.1868,2.36,83.710743,37.00852007,1460882,3993266,2009,43263989,30135,54538.54808,56463.54403,2379.661622,2095.841443,283.820179,60,113640
